32,80,intro
44,110,Amelo
56,140,Bmelo
82,205,chorus
94,235,interlude
107,267,Amelo
119,298,Bmelo
144,360,chorus
176,440,interlude
188,470,Bmelo
215,538,chorus
243,608,outro
